[Step 174/250] PPO Loss: 0.0683, Desc Loss: 0.1341, Reward: 0.4223, Inliers: 17.5, Det: (383, 382)
[Step 175/250] PPO Loss: 0.0697, Desc Loss: 0.1335, Reward: 0.5396, Inliers: 20.0, Det: (394, 388)
[Step 176/250] PPO Loss: 0.0680, Desc Loss: 0.0859, Reward: 0.5367, Inliers: 29.0, Det: (400, 385)
[Step 177/250] PPO Loss: 0.0707, Desc Loss: 0.1310, Reward: 0.5451, Inliers: 24.0, Det: (386, 384)
[Step 178/250] PPO Loss: 0.0715, Desc Loss: 0.0874, Reward: 0.6197, Inliers: 28.5, Det: (389, 386)
[Step 179/250] PPO Loss: 0.0683, Desc Loss: 0.1383, Reward: 0.3733, Inliers: 14.0, Det: (386, 401)
[Step 180/250] PPO Loss: 0.0669, Desc Loss: 0.0413, Reward: 0.5199, Inliers: 14.0, Det: (382, 385)
[Step 181/250] PPO Loss: 0.0638, Desc Loss: 0.0436, Reward: 0.4788, Inliers: 11.5, Det: (385, 393)
[Step 182/250] PPO Loss: 0.0583, Desc Loss: 0.1374, Reward: 0.4714, Inliers: 19.8, Det: (383, 396)
[Step 183/250] PPO Loss: 0.0552, Desc Loss: 0.0870, Reward: 0.5178, Inliers: 17.2, Det: (390, 397)
[Step 184/250] PPO Loss: 0.0503, Desc Loss: 0.0496, Reward: 0.6442, Inliers: 9.8, Det: (377, 396)
[Step 185/250] PPO Loss: 0.0483, Desc Loss: 0.0456, Reward: 0.4219, Inliers: 12.5, Det: (395, 388)
[Step 186/250] PPO Loss: 0.0419, Desc Loss: 0.1409, Reward: 0.4528, Inliers: 11.8, Det: (389, 393)
[Step 187/250] PPO Loss: 0.0425, Desc Loss: 0.0480, Reward: 0.5700, Inliers: 12.8, Det: (384, 384)
[Step 188/250] PPO Loss: 0.0377, Desc Loss: 0.0956, Reward: 0.3858, Inliers: 12.8, Det: (385, 381)
[Step 189/250] PPO Loss: 0.0357, Desc Loss: 0.1867, Reward: 0.4506, Inliers: 19.5, Det: (394, 394)
[Step 190/250] PPO Loss: 0.0320, Desc Loss: 0.0429, Reward: 0.4605, Inliers: 14.0, Det: (387, 394)
[Step 191/250] PPO Loss: 0.0258, Desc Loss: 0.0846, Reward: 0.5392, Inliers: 27.5, Det: (390, 386)
[Step 192/250] PPO Loss: 0.0280, Desc Loss: 0.1359, Reward: 0.5065, Inliers: 25.5, Det: (383, 384)
[Step 193/250] PPO Loss: 0.0232, Desc Loss: 0.0882, Reward: 0.4847, Inliers: 22.2, Det: (399, 391)
[Step 194/250] PPO Loss: 0.0197, Desc Loss: 0.1391, Reward: 0.3908, Inliers: 12.5, Det: (385, 400)
[Step 195/250] PPO Loss: 0.0199, Desc Loss: 0.1360, Reward: 0.4841, Inliers: 19.2, Det: (391, 387)
[Step 196/250] PPO Loss: 0.0180, Desc Loss: 0.0444, Reward: 0.5114, Inliers: 15.8, Det: (395, 382)
[Step 197/250] PPO Loss: 0.0163, Desc Loss: 0.0465, Reward: 0.4747, Inliers: 13.8, Det: (394, 388)
[Step 198/250] PPO Loss: 0.0143, Desc Loss: 0.1399, Reward: 0.4171, Inliers: 14.5, Det: (388, 394)
[Step 199/250] PPO Loss: 0.0135, Desc Loss: 0.1389, Reward: 0.5151, Inliers: 21.0, Det: (400, 382)
[Step 200/250] PPO Loss: 0.0121, Desc Loss: 0.0000, Reward: 0.4983, Inliers: 11.8, Det: (392, 381)
[Step 201/250] PPO Loss: 0.0079, Desc Loss: 0.0385, Reward: 0.5203, Inliers: 16.8, Det: (390, 400)
[Step 202/250] PPO Loss: 0.0080, Desc Loss: 0.1397, Reward: 0.4556, Inliers: 19.0, Det: (392, 405)
[Step 203/250] PPO Loss: 0.0058, Desc Loss: 0.0919, Reward: 0.2950, Inliers: 9.5, Det: (401, 382)
[Step 204/250] PPO Loss: 0.0032, Desc Loss: 0.1418, Reward: 0.5602, Inliers: 14.8, Det: (387, 388)
[Step 205/250] PPO Loss: 0.0012, Desc Loss: 0.1329, Reward: 0.5529, Inliers: 32.2, Det: (382, 400)
[Step 206/250] PPO Loss: 0.0025, Desc Loss: 0.1346, Reward: 0.5603, Inliers: 15.8, Det: (385, 390)
[Step 207/250] PPO Loss: 0.0045, Desc Loss: 0.0000, Reward: 0.5528, Inliers: 11.5, Det: (386, 397)
[Step 208/250] PPO Loss: 0.0077, Desc Loss: 0.0460, Reward: 0.5560, Inliers: 10.8, Det: (378, 395)
[Step 209/250] PPO Loss: 0.0098, Desc Loss: 0.1378, Reward: 0.5453, Inliers: 20.2, Det: (399, 388)
[Step 210/250] PPO Loss: 0.0125, Desc Loss: 0.1003, Reward: 0.4982, Inliers: 11.2, Det: (376, 396)
[Step 211/250] PPO Loss: 0.0150, Desc Loss: 0.0855, Reward: 0.4256, Inliers: 16.5, Det: (385, 389)
[Step 212/250] PPO Loss: 0.0169, Desc Loss: 0.1381, Reward: 0.4955, Inliers: 18.2, Det: (391, 386)
[Step 213/250] PPO Loss: 0.0179, Desc Loss: 0.0433, Reward: 0.4486, Inliers: 12.8, Det: (386, 390)
[Step 214/250] PPO Loss: 0.0181, Desc Loss: 0.1343, Reward: 0.4248, Inliers: 16.2, Det: (388, 388)
[Step 215/250] PPO Loss: 0.0178, Desc Loss: 0.1405, Reward: 0.4408, Inliers: 17.0, Det: (409, 379)
[Step 216/250] PPO Loss: 0.0185, Desc Loss: 0.0446, Reward: 0.5277, Inliers: 18.2, Det: (391, 389)
[Step 217/250] PPO Loss: 0.0172, Desc Loss: 0.0493, Reward: 0.4797, Inliers: 12.8, Det: (392, 387)
[Step 218/250] PPO Loss: 0.0142, Desc Loss: 0.0432, Reward: 0.5671, Inliers: 19.2, Det: (386, 397)
